PoreSizeDistribution_geometric_WtAvg_x,MUKEY,ksat_r_WtAvg,Ks_WtAvg,dbthirdbar_r_WtAvg,dbfifteenbar_r_WtAvg,ResidualWaterContent_WtAvg,Porosity_WtAvg,EffectivePorosity_WtAvg,BubblingPressure_Geometric_WtAvg,PoreSizeDistribution_geometric_WtAvg_y,AvaWaterCon,HydroGrp
0.193104276316,482865,4.23136842105,0.00255166644737,1.13691447368,,0.0242131578947,0.428763815789,0.403789144737,167.327697368,0.193104276316,0,C
0.2844,482866,2.538,0.010182,0.9,,0.021,0.2622,0.2406,52.14,0.2844,0,D
0.3059,482867,13.4045,0.0068305,1.3585,,0.03895,0.43035,0.39425,139.27,0.3059,0,A
0.198,482868,3.807,0.003294,1.072,,0.0243,0.4167,0.3906,100.35,0.198,0,B
0.1622,482869,2.22075,0.0008527,1.274375,,0.0301875,0.4587375,0.427275,272.445,0.1622,0,D
0.153590993328,482870,3.36451612305,0.000704327279466,1.17273193106,,0.0329203020756,0.427090242772,0.392879077094,267.537290586,0.153590993328,0,D
0.202219094488,482871,3.11143700787,0.00115129528195,1.23133464567,,0.0579013779528,0.419092125984,0.361153346457,260.616791339,0.202219094488,0,C
0.361412280702,482872,28.9885672515,0.0174314912281,1.44052631579,,0.0302339181287,0.458131578947,0.426973684211,171.040935673,0.361412280702,0,B
0.307200438596,482873,25.2541710526,0.0148167675439,1.22444736842,,0.0256988304094,0.389411842105,0.362927631579,145.384795322,0.307200438596,0,A
0.343341666667,482874,28.22525,0.0165599166667,1.3685,,0.0287222222222,0.435225,0.405625,162.488888889,0.343341666667,0,A
0.307200438596,482875,25.2541710526,0.0148167675439,1.22444736842,,0.0256988304094,0.389411842105,0.362927631579,145.384795322,0.307200438596,0,A
0.343341666667,482876,27.8135833333,0.0165599166667,1.36725,,0.0287222222222,0.435225,0.405625,162.488888889,0.343341666667,0,B
0.190248979592,482877,1.70518367347,0.00180638367347,1.28934693878,,0.217420408163,0.467579591837,0.412865306122,242.031020408,0.190248979592,0,C
0.162606122449,482878,0.461644897959,0.00132749632653,1.14351428571,,0.194495510204,0.421666530612,0.373184081633,214.862326531,0.162606122449,0,C
0.151497755102,482879,0.435997959184,0.00101260326531,1.07998571429,,0.187520408163,0.398320408163,0.348940612245,214.68744898,0.151497755102,0,C
0.152647947761,482880,0.429218283582,0.00097224141791,1.07848507463,,0.176898320896,0.397983955224,0.347443843284,215.148955224,0.152647947761,0,C
0.136836065574,482882,0.357,0.000348122232131,1.07234699454,,0.135790983607,0.39976010929,0.334612021858,265.548825137,0.136836065574,0,C
0.144750561798,482883,0.3654,0.000395053676938,1.0757752809,,0.152843820225,0.408451910112,0.344081235955,262.069938202,0.144750561798,0,C
0.196576897493,482884,0.788632525952,0.00185785942242,1.16337341772,,0.0587873194341,0.445293728556,0.392795060955,192.383935074,0.196576897493,0,D
0.246647126389,482885,2.17978513628,0.00375686877212,1.29006926882,,0.0315061901116,0.476937140669,0.446116144788,182.125223204,0.246647126389,0,D
0.165828854122,482887,0.378,0.000523405901484,1.12564723321,,0.130992623145,0.419563689376,0.355320116626,243.875747878,0.165828854122,0,D
0.187196679885,482888,1.65833252595,0.00237414642095,1.19011052434,,0.128136904605,0.437260244936,0.372619396991,247.378547931,0.187196679885,0,D
0.261395270463,482889,4.06701673648,0.0115832242605,1.22889713187,,0.0622343420183,0.42133007344,0.367460177594,195.3048446,0.261395270463,0,D
0.167075257732,482890,2.7342371134,0.00113507628866,1.16396907216,,0.0230103092784,0.440628865979,0.416857731959,231.728659794,0.167075257732,0,D
0.25722,482891,9.6609,0.005145225,1.203375,,0.030975,0.415905,0.3863625,134.12025,0.25722,0,B
0.139594736842,482892,1.43199473684,0.000515425270263,1.1538,,0.0433421052632,0.430394210526,0.385943684211,287.493157895,0.139594736842,0,C
0.138157894737,482893,1.36860789474,0.000460582109605,1.17172828947,,0.0404868421053,0.428918684211,0.387054473684,289.650263158,0.138157894737,0,C
0.2140408707,482894,3.05673049075,0.00336868515912,1.21520890829,,0.0923862252825,0.448697544722,0.414461074385,174.183833674,0.2140408707,0,C
0.202190241057,482895,2.77513535978,0.00312691847379,1.15303179205,,0.0811622224361,0.426202522434,0.395043271104,163.935177785,0.202190241057,0,C
0.20096179562,482896,1.49251585305,0.00241435946938,1.26104260077,,0.137256855546,0.470049493881,0.427258983531,198.740088628,0.20096179562,0,C
0.22250729927,482897,5.21813868613,0.00269861970803,1.27598905109,,0.0406894160584,0.451665693431,0.412057664234,199.048576642,0.22250729927,0,C
0.22250729927,482898,5.21813868613,0.00269861970803,1.27598905109,,0.0406894160584,0.451665693431,0.412057664234,199.048576642,0.22250729927,0,B
0.220246710526,482899,5.08095394737,0.00260243026316,1.27436184211,,0.0383763157895,0.453879605263,0.416482894737,199.12125,0.220246710526,0,C
0.196730263158,482900,5.1425,0.00242943421053,1.13407894737,,0.0168210526316,0.418334210526,0.401982894737,166.908684211,0.196730263158,0,C
0.155841304348,482902,1.92189130435,0.000697547826087,1.2635,,0.0328369565217,0.455876086957,0.421552173913,284.950434783,0.155841304348,0,D
0.220255339806,482903,3.807,0.00228198058252,1.16300970874,,0.0394514563107,0.39897961165,0.359650485437,197.04407767,0.220255339806,0,B
0.1477,482904,2.961,0.001316,0.877926829268,,0.0105,0.3507,0.3402,145.32,0.1477,0,D
0.170755555556,482905,2.66713809524,0.00195951714286,1.0610968254,,0.0321812698413,0.398088730159,0.364836190476,160.761984127,0.170755555556,0,C
0.169180324843,482906,2.26220218715,0.00154438205799,1.14025555556,,0.108880990679,0.428378738003,0.389431151717,218.110191953,0.169180324843,0,D
0.177092341401,482909,2.21735609798,0.002139725403,1.14344185291,,0.0612031867331,0.428321120477,0.389393317041,219.532333543,0.177092341401,0,C
0.142224099847,482910,1.07241757206,0.000579860077045,1.125,,0.129455037263,0.431731301069,0.383877529855,278.722503367,0.142224099847,0,C
0.144924319835,482911,0.933210783874,0.000513417969625,1.1875,,0.0641954520966,0.454429761157,0.401105091138,308.684709527,0.144924319835,0,C
0.150491919623,482912,1.16438639903,0.000582959476422,1.125,,0.0525353185861,0.419951037778,0.366770449455,287.271886772,0.150491919623,0,C
0.163154853986,482913,1.7104066693,0.00101084197164,1.144,,0.0489209846093,0.420283711523,0.370979715864,269.855477506,0.163154853986,0,C
0.174514285714,482914,2.49267857143,0.0017554142925,1.182,,0.0392303571429,0.431319642857,0.392014285714,242.335714286,0.174514285714,0,D
0.181647619048,482915,2.79230357143,0.00142975317875,1.10633333333,,0.0443741071429,0.38298422619,0.338564285714,232.334047619,0.181647619048,0,D
0.147623684211,482916,1.84044078947,0.000722569736842,1.17751973684,,0.106608552632,0.434214473684,0.401216447368,265.409407895,0.147623684211,0,D
0.187531578947,482917,0.870394736842,0.00207724736842,1.107,,0.0436263157895,0.417102631579,0.372884210526,159.697894737,0.187531578947,0,C
0.187531578947,482918,0.870394736842,0.00207724736842,1.107,,0.0436263157895,0.417102631579,0.372884210526,159.697894737,0.187531578947,0,C
0.176632098765,482919,0.476472222222,0.0019059308642,1.088,,0.0420907407407,0.393948765432,0.351354320988,153.553024691,0.176632098765,0,C
0.1837,482920,0.378,0.0016319,1.13922222222,,0.0507,0.41725,0.3664,181.42,0.1837,0,C
0.195482110092,482921,1.22916055046,0.00174589082569,1.21687155963,,0.0443711009174,0.448574311927,0.404072477064,192.382844037,0.195482110092,0,C
0.2898,482922,12.699,0.006471,1.27977464789,,0.0369,0.4077,0.3735,131.94,0.2898,0,B
0.213914423077,482923,5.9445,0.00284079807692,1.18081730769,,0.019125,0.440515384615,0.422039423077,173.642884615,0.213914423077,0,B
0.225798557692,482924,6.27475,0.00299862019231,1.24641826923,,0.0201875,0.464988461538,0.445486057692,183.289711538,0.225798557692,0,B
0.225798557692,482925,6.27475,0.00299862019231,1.24641826923,,0.0201875,0.464988461538,0.445486057692,183.289711538,0.225798557692,0,B
0.220209615385,482926,4.131,0.00214906538462,1.27681153846,,0.04275,0.479276923077,0.437359615385,219.321923077,0.220209615385,0,B
0.308068209996,482927,9.90465763547,0.0083604850667,1.27992347927,,0.0417881247578,0.408435971661,0.376383226324,119.843148281,0.308068209996,0,C
0.165781025641,482928,0.419307692308,0.00106430717949,1.20050512821,,0.232915641026,0.445895384615,0.390807692308,246.212641026,0.165781025641,0,D
0.4026,482929,79.0305,0.0333625,1.283,,0.02045,0.4024,0.38125,78.955,0.4026,0,A
0.205979605263,482930,4.13972368421,0.00322193618421,1.10086184211,,0.0388203947368,0.391290789474,0.352800328947,141.524440789,0.205979605263,0,C
0.2302125,482931,4.62675,0.0036009875,1.230375,,0.0433875,0.437325,0.39430625,158.174375,0.2302125,0,C
0.20045,482932,13.4045,0.001786,1.33,,0.01425,0.47595,0.4617,197.22,0.20045,0,A
0.1899,482933,12.699,0.001692,1.26,,0.0135,0.4509,0.4374,186.84,0.1899,0,A
0.20045,482934,13.4045,0.001786,1.33,,0.01425,0.47595,0.4617,197.22,0.20045,0,A
0.194,482935,14.11,0.000638,1.4,,0.075,0.464,0.39,258.9,0.194,0,A
0.1649,482936,11.9935,0.0005423,1.19,,0.06375,0.3944,0.3315,220.065,0.1649,0,A
0.5624,482937,133.95,0.0554135,1.4725,,0.019,0.41515,0.39615,68.97,0.5624,0,A
0.5624,482938,133.95,0.0554135,1.4725,,0.019,0.41515,0.39615,68.97,0.5624,0,A
0.5624,482939,133.95,0.0554135,1.4725,,0.019,0.41515,0.39615,68.97,0.5624,0,A
0.592,482940,141.0,0.05833,1.55,,0.02,0.437,0.417,72.6,0.592,0,A
0.5328,482941,122.613393103,0.052497,1.388,,0.018,0.3933,0.3753,65.34,0.5328,0,A
0.241572864322,482942,4.23,0.00133909547739,1.3283919598,,0.0565477386935,0.420256281407,0.363708542714,264.982914573,0.241572864322,0,B
0.2737,482943,11.9935,0.0061115,1.19,,0.03485,0.38505,0.35275,124.61,0.2737,0,A
0.2898,482944,12.699,0.006471,1.26,,0.0369,0.4077,0.3735,131.94,0.2898,0,A
0.23684453125,482945,8.71303125,0.0043484140625,1.1667578125,,0.0262171875,0.4009875,0.37632421875,144.86390625,0.23684453125,0,B
0.184630409836,482946,0.944793442623,0.00282993868852,1.07231147541,,0.0256274590164,0.403826311475,0.376518852459,119.344844262,0.184630409836,0,D
0.201082786885,482947,1.01247540984,0.00301479508197,1.17141803279,,0.0292967213115,0.440954918033,0.409908196721,133.827540984,0.201082786885,0,D
0.191382786885,482948,0.991475409836,0.00298289508197,1.10891803279,,0.0255467213115,0.417754918033,0.390408196721,120.882540984,0.191382786885,0,D
0.167596956522,482949,1.6210826087,0.000599972173913,1.11767391304,,0.0509695652174,0.402390434783,0.350869565217,262.392086957,0.167596956522,0,C
0.15080265965,482952,0.378,0.000436388536481,1.1176788508,,0.239764329398,0.422927762765,0.362721078083,262.490287299,0.15080265965,0,C
0.172611390192,482953,0.42,0.000514137602903,1.24681884571,,0.229827996371,0.468788494733,0.400534688413,285.396337523,0.172611390192,0,C
0.233117647059,482955,0.607863321799,0.00354993079585,1.44,,0.0409676470588,0.465374048443,0.424906747405,235.834723183,0.233117647059,0,D
0.1289,482956,1.11447972973,0.000287133345,1.19877302632,,0.0535,0.42695,0.37235,309.63,0.1289,0,C
0.179778761062,482957,1.11647123894,0.00136606283186,1.06392920354,,0.0442338495575,0.391654424779,0.347431858407,187.848119469,0.179778761062,0,C
0.182584513274,482958,0.44896460177,0.0013765699115,1.11026548673,,0.0478592920354,0.423740707965,0.376024778761,195.462876106,0.182584513274,0,C
0.172440929204,482959,0.424022123894,0.00130009380531,1.0485840708,,0.0452004424779,0.400199557522,0.355134513274,184.603827434,0.172440929204,0,C
0.2737,482960,11.9935,0.0061115,1.2325,,0.03485,0.38505,0.35275,124.61,0.2737,0,A
0.1819,482961,4.92871212121,0.00210233333333,1.11186868687,,0.01615,0.415083333333,0.398366666667,149.231666667,0.1819,0,C
0.217560490365,482962,7.61233668872,0.00375040322117,1.24661410699,,0.0185324082063,0.462926272649,0.443841630716,171.468970616,0.217560490365,0,C
0.5624,482963,122.314924138,0.0554135,1.4535,,0.019,0.41515,0.39615,68.97,0.5624,0,A
0.5624,482964,122.314924138,0.0554135,1.4535,,0.019,0.41515,0.39615,68.97,0.5624,0,A
0.504310344828,482965,111.556668966,0.0471008482759,1.36644827586,,0.020215862069,0.394988275862,0.375088965517,73.1482758621,0.504310344828,0,A
0.160644407895,482966,0.650417763158,0.000875600657895,1.0455,,0.0517773026316,0.396010526316,0.344194078947,213.493717105,0.160644407895,0,C
0.1899,482968,3.807,0.001692,1.12756097561,,0.0135,0.4509,0.4374,186.84,0.1899,0,D
0.1843,482969,0.399,0.0006061,1.1875,,0.07125,0.4408,0.3705,245.955,0.1843,0,C
0.5721,482971,40.244,0.0554454,1.516,,0.02275,0.43835,0.41565,81.915,0.5721,0,D
0.0097,482975,0.021,3.19e-05,0.0625,,0.00375,0.0232,0.0195,12.945,0.0097,0,
0.1649,482976,0.357,0.0005423,1.0404,,0.06375,0.3944,0.3315,220.065,0.1649,0,C
0.1649,482977,0.357,0.0005423,1.0404,,0.06375,0.3944,0.3315,220.065,0.1649,0,C
0.1843,482978,0.399,0.0006061,1.1628,,0.07125,0.4408,0.3705,245.955,0.1843,0,C
0.217608,482979,4.97784,0.002775672,1.17552,,0.056076,0.413904,0.3594,195.2772,0.217608,0,C
0.239179591837,482980,2.39167346939,0.00983015510204,1.1832244898,,0.0523224489796,0.413326530612,0.361328571429,183.738367347,0.239179591837,0,D
0.242043092105,482981,9.17575,0.00459710197368,1.19391447368,,0.0274348684211,0.398739473684,0.372999013158,142.007039474,0.242043092105,0,B
0.270956074561,482982,11.5526131579,0.00599162127193,1.30915657895,,0.0298535818713,0.43539,0.407156907895,155.690314327,0.270956074561,0,B
0.244450657895,482983,8.6625,0.00430158552632,1.25348684211,,0.0262776315789,0.427310526316,0.402507236842,156.861710526,0.244450657895,0,B
0.201679447853,482984,4.38949386503,0.00260182392638,1.1023404908,,0.0441113496933,0.395948773006,0.352843865031,173.687331288,0.201679447853,0,C
0.2898,482985,22.8618,0.006471,1.242,,0.0369,0.4077,0.3735,131.94,0.2898,0,D
0.2415,482986,19.0515,0.0053925,1.035,,0.03075,0.33975,0.31125,109.95,0.2415,0,D
0.167976744186,482988,1.57186046512,0.000833023255814,1.25,,0.282441860465,0.482162790698,0.434372093023,281.995348837,0.167976744186,0,D
0.5328,482989,38.106,0.052497,1.35,,0.018,0.3933,0.3753,65.34,0.5328,0,A
0.592,482990,42.34,0.05833,1.5,,0.02,0.437,0.417,72.6,0.592,0,A
0.180177631579,482991,1.29244736842,0.00223594736842,1.05109210526,,0.0323447368421,0.398023684211,0.364873684211,138.494078947,0.180177631579,0,C
0.211973684211,482992,1.52052631579,0.00263052631579,1.23657894737,,0.0380526315789,0.468263157895,0.429263157895,162.934210526,0.211973684211,0,C
0.137297801569,1601216,0.5056235085,0.000518232702681,1.09708881579,,0.345338513403,0.426219951373,0.372539044622,272.799528032,0.137297801569,90,C
0.167602320906,1601217,0.594896381579,0.000770647792398,1.2031,,0.249968548977,0.46022433114,0.398747160088,270.55263231,0.167602320906,78,D
0.128247894737,1601218,0.426578289474,0.000271394868421,1.20165328947,,0.551658552632,0.478744407895,0.422665657895,339.785723684,0.128247894737,100,D
0.36152282726,1611732,61.5987100202,0.0255838458435,1.46226018893,,0.0855810762483,0.453398066802,0.404589625506,182.54037888,0.36152282726,5,C
0.125238619647,1697786,0.457850911246,0.000342279270186,1.09608881579,,0.427450956195,0.428741604691,0.376379290618,291.995574943,0.125238619647,90,C
